0.000000	0.000000
0.020000	0.000000
0.040000	0.000000
0.060000	0.000000
0.080000	0.000000
0.100000	0.000000
0.120000	0.000000
0.140000	0.000000
0.160000	0.000000
0.180000	0.000000
0.200000	0.000000
0.220000	0.000000
0.240000	0.000000
0.260000	0.000000
0.280000	0.000000
0.300000	0.000000
0.320000	0.000000
0.340000	0.000000
0.360000	0.000000
0.380000	0.000000
0.400000	0.000000
0.420000	0.000000
0.440000	0.000000
0.460000	0.000000
0.480000	0.000000
0.500000	0.000000
0.520000	0.000000
0.540000	0.000000
0.560000	0.000000
0.580000	0.000000
0.600000	0.000000
0.620000	0.000000
0.640000	0.000000
0.660000	0.000000
0.680000	0.000000
0.700000	0.000000
0.720000	0.000000
0.740000	0.000000
0.760000	0.000000
0.780000	0.000000
0.800000	0.000000
0.820000	0.000000
0.840000	0.000000
0.860000	0.000000
0.880000	0.000000
0.900000	0.000000
0.920000	0.000000
0.940000	0.000000
0.960000	0.000000
0.980000	0.000000
1.000000	0.000000
1.020000	0.000000
1.040000	0.000000
1.060000	0.000000
1.080000	0.000000
1.100000	0.000000
1.120000	0.000000
1.140000	0.000000
1.160000	0.000000
1.180000	0.000000
1.200000	0.000000
1.220000	0.000000
1.240000	0.000000
1.260000	0.000000
1.280000	0.000000
1.300000	0.000000
1.320000	0.000000
1.340000	0.000000
1.360000	0.000000
1.380000	0.000000
1.400000	0.000000
1.420000	0.000000
1.440000	0.000000
1.460000	0.000000
1.480000	0.000000
1.500000	0.000000
1.520000	0.000000
1.540000	0.000000
1.560000	0.000000
1.580000	0.000000
1.600000	0.000000
1.620000	0.000000
1.640000	0.000000
1.660000	0.000000
1.680000	0.000000
1.700000	0.000000
1.720000	0.000000
1.740000	0.000000
1.760000	0.000000
1.780000	0.000000
1.800000	0.000000
1.820000	0.000000
1.840000	0.000000
1.860000	0.000000
1.880000	0.000000
1.900000	0.000000
1.920000	0.000000
1.940000	0.000000
1.960000	0.000000
1.980000	0.000000
2.000000	0.000000
2.020000	0.000000
2.040000	0.000000
2.060000	0.000000
2.080000	0.000000
2.100000	0.000000
2.120000	0.000000
2.140000	0.000000
2.160000	0.000000
2.180000	0.000000
2.200000	0.000000
2.220000	0.000000
2.240000	0.000000
2.260000	0.000000
2.280000	0.000000
2.300000	0.000000
2.320000	0.000000
2.340000	0.000000
2.360000	0.000000
2.380000	0.000000
2.400000	0.772087
2.420000	15.189637
2.440000	37.732729
2.460000	73.150411
2.480000	51.727689
2.500000	23.496864
2.520000	7.359002
2.540000	1.034924
2.560000	0.000000
2.580000	0.000000
2.600000	0.000000
2.620000	0.000000
2.640000	0.000000
2.660000	0.000000
2.680000	0.000000
2.700000	0.000000
2.720000	0.000000
2.740000	0.000000
